buurtcode,naam,totaal
BU17280005,"Bladel Heeleind",72
BU17280006,"Bladel Hofstad",10
BU17280007,"Bladel Veilig Oord",11
BU17280008,"Bladel Zuid",59
BU06380004,"Blankaartpark",311
BU02035877,"Blankenhoef",115
BU02035541,"Blankensgoed",230
BU03760103,"Blaricummer Heide",3
BU03760104,"Blaricummermeent",439
BU17081102,"Blauwehand",294
BU07580300,"Blauwe Kei",1359
BU01500803,"Blauwenoord",691
BU03636300,"Blauwe Zand",148
BU03440627,"Bleekstraat en omgeving",97
BU08650108,"Bleijendijk",1059
BU05050200,"Bleijenhoek",249
BU04530702,"Blekersbuurt",283
BU09832101,"Blerick-Centrum",1050
BU03750700,"Bleriotlaan",714
BU19780201,"Bleskensgraaf-Buitengebied-Noord",6
BU19780202,"Bleskensgraaf-Buitengebied-Zuid",9
BU19780203,"Bleskensgraaf-Dorp",383
BU19780204,"Bleskensgraaf-Melkweg",76
BU19780205,"Bleskensgraaf-West",1
BU19492100,"Blessum",145
BU05990532,"Blijdorp",2899
BU05990558,"Blijdorpsepolder",1514
BU19500200,"Blijham",288
BU00806204,"Blitsaerd",121
BU09842301,"Blitterswijck",980
BU07725340,"Blixembosch-Oost",2850
BU07725330,"Blixembosch-West",1109
BU03990101,"Blockhovepark",965
BU05050404,"Bloemenbuurt",51
BU05530205,"Bloemenbuurt",439
BU03920502,"Bloemenbuurt",346
BU05560202,"Bloemenbuurt",498
BU15250201,"Bloemenbuurt",857
BU09831505,"Bloemenbuurt",426
BU04530604,"Bloemenbuurt",561
BU02280204,"Bloemenbuurt",822
BU19420204,"Bloemenbuurt",358
BU03030705,"Bloemenbuurt",955
BU15251208,"Bloemenbuurt",117
BU00340308,"Bloemenbuurt",2233
BU00802002,"Bloemenbuurt",362
BU05790013,"Bloemenbuurt",1450
BU03636002,"Bloemenbuurt Noord",390
BU05020664,"Bloemenbuurt-oost",197
BU05181251,"Bloemenbuurt-Oost",1290
BU05020663,"Bloemenbuurt-west",532
BU05181250,"Bloemenbuurt-West",638
BU03636001,"Bloemenbuurt Zuid",371
BU05130303,"Bloemendaalseweg",1020
BU19302502,"Bloemendaele",10
BU06320102,"Bloemen- en Bomenkwartier",385
BU05300101,"Bloemen- en Plantenbuurt",12
BU04020401,"Bloemenkwartier Noord",383
BU04020402,"Bloemenkwartier Zuid",1263
BU07180202,"Bloemenlaan e.o. Oost",367
BU07180209,"Bloemenlaan e.o. West",175
BU08670005,"Bloemenoord",1758
BU07722160,"Bloemenplein",141
BU09070009,"Bloemenstraat-Zwarteweg",663
BU06380003,"Bloemenweide",455
BU06260013,"Bloemenwijk",280
BU19480404,"Bloemenwijk",406
BU03630602,"Bloemgrachtbuurt",146
BU05991081,"Bloemhof",1253
BU07941200,"Bloemvelden",1225
BU03560700,"Blokhoeve",804
BU05530202,"Blokhuis",430
BU00801006,"Blokhuisplein",48
BU17341104,"Blokland",98
BU03350201,"Blokland",10
BU04820303,"Blokweer Noord",244
BU04820304,"Blokweer Zuid",234
BU17081600,"Blokzijl",57
BU15980501,"Bobeldijk en omgeving",1006
BU05130405,"Bodegraafsestraatweg",104
BU09950613,"Boeier",357
BU07580400,"Boeimeer",3140
BU07550000,"Boekel",2258
BU03610308,"Boekelermeer-Zuid",1
BU02283003,"Boekelo",2039
BU15250403,"Boekhorstpolder",51
BU19492200,"Boer",151
BU19691104,"Boerakker",138
BU04000505,"Boerderijbuurt",464
BU05032301,"Boerderijbuurt",573
BU19480101,"Boerdonk",468
BU04791520,"Boerejonkerbuurt",748
BU05750002,"Boerenburg en Grashoek",2181
BU03880002,"Boerenhoek Molenweg Burgwal",936
BU19690503,"Boerenstreek",210
BU03420304,"Boerenstreek",25
BU17730524,"Boerhaar Kern",159
BU05130300,"Boerhaavekwartier",895
BU03921902,"Boerhaavevaart",356
BU05050504,"Boeroestraat en omgeving",82
BU03940466,"Boesingheliede",57
BU05181492,"Bohemen en Meer en Bos",2118
BU08553813,"Bokhamer",142
BU08553812,"Bokhamer West",157
BU07961205,"Bokhoven",411
BU03440731,"Bokkenbuurt",1058
BU19492301,"Boksum",236
BU07725460,"Bokt",1348
BU15250303,"Bolbloemen",278
BU01931120,"Bollebieste",376
BU15250302,"Bollenbuurt",448
BU05970700,"Bolnes",3181
BU19480102,"Bolst",219
BU04530202,"Bomenbuurt",364
BU06030222,"Bomenbuurt",893
BU09841203,"Bomenbuurt",251
BU04791120,"Bomenbuurt",1351
BU05181252,"Bomenbuurt",1166
BU18920410,"Bomenbuurt",158
BU15251201,"Bomenbuurt",391
BU04840404,"Bomenbuurt",472
BU08280304,"Bomenbuurt",784
BU08552002,"Bomenbuurt Midden",221
BU03921202,"Bomenbuurt-oost",314
BU08552003,"Bomenbuurt Oost",223
BU03921201,"Bomenbuurt-west",242
BU08552001,"Bomenbuurt West",191
BU05560203,"Bomendal",883
BU05031205,"Bomenwijk",252
BU07180201,"Bonedijkestraat e.o.",314
BU09950223,"Bongerd, Buitenplaats",622
BU00803002,"Bonifatius",344
BU05050106,"Boogjes en omgeving",71
BU04020201,"Boomberg",1616
BU08510301,"Boompjesdijk",564
BU01411600,"Boomplaats",161
BU00900125,"Boornbergum",934
BU16740800,"Borchwerf-Noord",1619
BU16740801,"Borchwerf-Zuid",103
BU16690404,"Borg",51
BU01500501,"Borgele",2193
BU16810000,"Borger",4948
BU03631901,"Borgerbuurt",193
BU19521806,"Borgercompagnie",306
BU00470100,"Borgercompagnie (gedeeltelijk)",391
BU00100940,"Borgsweer",91
BU08580200,"Borkel",797
BU18830603,"Born",1417
BU01470001,"Borne Centrum",129
BU03633305,"Borneo",201
BU01412100,"Bornerbroek",402
BU00100626,"Bornholm",993
BU01470000,"Bornsche Maten",124
BU01411100,"Bornsestraat en omgeving Midden",71
BU01411106,"Bornsestraat en omgeving Zuid",170
BU06540201,"Borssele (Kern)",735
BU16740409,"Borteldonk",920
BU03550503,"Bosch en Duin",1166
BU03920206,"Bosch en Vaart",2898
BU06260004,"Boschgeest",887
BU09350300,"Boschpoort",54
BU03730103,"Boschrand",70
BU09350004,"Boschstraatkwartier",16
BU07961101,"Boschveld",1613
BU19480201,"Boschweg Noordoost",1346
BU19480202,"Boschweg Zuidwest",747
BU02001402,"Bosgebied Beekbergen-West",134
BU02001404,"Bosgebied Beekbergen-Zuid",132
BU08261308,"Bosgebied Dorst",376
BU02001203,"Bosgebied Hoenderloo",90
BU02001103,"Bosgebied Hoog Soeren",582
BU02001303,"Bosgebied Loenen",194
BU02001003,"Bosgebied Meerveld",305
BU02001004,"Bosgebied Nieuw Milligen",101
BU08261001,"Bosgebied-Oosterhout",11
BU02001202,"Bosgebied Ugchelen",765
BU02001703,"Bosgebied Wiesel",359
BU09880101,"Boshoven-Vrakker",22
BU05460504,"Boshuizen",1847
BU06420607,"Boshuizen - Rechteren",17
BU05181481,"Bosjes van Pex",594
BU17730422,"Boskamp Kern",372
BU19480302,"Boskant",309
BU19420302,"Boslaan",194
BU03633702,"Bosleeuw",750
BU04840405,"Bospark",937
BU00100221,"Bosplan Tuikwerderrak",232
BU05990321,"Bospolder",556
BU05032305,"Bosrand",131
BU02280102,"Bosrand",1238
BU07726390,"Bosrijk",1132
BU16550501,"Bosschenhoofd",744
BU09350301,"Bosscherveld",150
BU08554601,"Bosscheweg",232
BU17090003,"Bosselaar",798
BU07180401,"Bossenburgh - Weyevliet",850
BU09833101,"Bosserhof",1004
BU19420515,"Bos van Bredius-Zuid",123
BU03270006,"Bosveld",315
BU05184208,"Bosweide",2906
BU19520404,"Boswijck-Oost",148
BU19520403,"Boswijck-West",244
BU04847013,"Botanicusbuurt",269
BU06060904,"Botenbuurt",721
BU04000807,"Boterzwin",857
BU05992306,"Botlek",2570
BU09950741,"Botter Oost",645
BU09950742,"Botter West",743
BU09570806,"Boukoul",490
BU04730101,"Boulevard Noord",30
BU07180208,"Boulevards Bankert en Evertsen",5
BU02020212,"Boulevardwijk",287
BU19500500,"Bourtange",195
BU02250003,"Bouwing",1
BU00340305,"Bouwmeesterbuurt",2167
BU08552201,"Bouwmeestersbuurt Noord",400
BU08552202,"Bouwmeestersbuurt Zuid",327
BU02890701,"Bovenbuurt",5
BU16740500,"Bovendonk",1004
BU05420003,"Boveneind",1933
BU19310801,"Boven-Haastrecht",310
BU05230000,"Boven-Hardinxveld",1652
BU01640300,"Bovenhoek",1
BU05320100,"Bovenkarspel-Centrum",2607
BU04061123,"Bovenmaat Noord",1548
BU04061125,"Bovenmaat-Oost",1001
BU04061124,"Bovenmaat West",573
BU07650101,"Boven-Pekela",3
BU05059805,"Bovenpolder",1547
BU19310503,"Bovenstad",200
BU05120101,"Bovenstad",591
BU19161001,"Bovenveen midden",764
BU19161000,"Bovenveen noord",951
BU19161002,"Bovenveen zuid",219
BU04060614,"Bovenweg",985
BU00470201,"Boven-Wildervank",40
BU17710004,"Braakhuizen-Noord",2444
BU17710005,"Braakhuizen-Zuid",1743
BU09841901,"Brabander",2138
BU07580200,"Brabantpark",4687
BU07960701,"Brabantpoort",960
BU02970100,"Brakel",688
BU06875060,"Brakenburg I",665
BU06875061,"Brakenburg II",191
BU06875062,"Brakenburg III",263
BU07970102,"Braken-Oost",62
BU07942100,"Brand",1100
BU09834403,"Brandemolen en Veld",279
BU03100802,"Brandenburg",1385
BU06060201,"Brandersbuurt",238
BU19780302,"Brandwijk-Dorp",64
BU19780309,"Brandwijk-Kern-Oud",9
BU19780301,"Brandwijk-Noord-Oost",1
BU19780308,"Brandwijk-Vuilendam",17
BU05890203,"Brede dijk",21
BU04730203,"Brederode- Gerkestraat e.o.",403
BU19420104,"Bredius-Oost",981
BU19420103,"Bredius-West",458
BU01932260,"Breecamp",956
BU15090104,"Breedenbroek",12
BU15810201,"Breedeveen",378
BU03440622,"Breedstraat en Plompetorengracht en omgeving",268
BU03960603,"Breedweer",890
BU17341804,"Breekenhof",215
BU06320502,"Breeveld",18
BU07530011,"Breeven",551
BU06872933,"Breeweg",55
BU06872084,"Breewijk",1306
BU07170201,"Breezand",126
BU01932270,"Breezicht",178
BU05050303,"Breitnerstraat en omgeving",195
BU03030606,"Bremerpark",342
BU17141000,"Breskens",1322
BU03631107,"Bretten Oost",168
BU03631109,"Bretten West",26
BU08480100,"Breugel",943
BU05010000,"Brielle",36
BU06871301,"Brigdamme",215
BU06871781,"Brigdamsepad",11
BU01500407,"Brinkgreven",339
BU01933200,"Brinkhoek",2556
BU19420000,"Brinklaan",271
BU00806209,"Britsum",254
BU03850212,"Broeckgouw",972
BU02690002,"Broekdijk",153
BU05320101,"Broekerhaven",96
BU09940002,"Broekhem Noord",702
BU09940001,"Broekhem Zuid",457
BU17210119,"Broekhoek - Middelste Groes",428
BU08551502,"Broekhoven I",460
BU08551505,"Broekhoven II Oost",89
BU08551504,"Broekhoven II West",435
BU08551501,"Broekhoven I West",34
BU08520300,"Broek in Waterland",1086
BU02431101,"Broekland",676
BU07960704,"Broekland",1077
BU06030392,"Broekpolder",321
BU06220801,"Broekpolder gebied",1275
BU18830204,"Broeksittard",302
BU19010310,"Broekvelden",2472
BU03130004,"Broerswetering",1
BU16810200,"Bronneger",346
BU02021473,"Brouwerijweg e.o.",90
BU05340105,"Brouwerlaankwartier",480
BU16760100,"Brouwershaven",1131
BU08580103,"Brouwershof",913
BU02000310,"Brouwersmolen-Zuid",24
BU07941404,"Brouwhorst",875
BU07941400,"Brouwhuis-Dorp",1523
BU07941402,"Brouwhuis-Oost",1144
BU07941401,"Brouwhuis-West",1290
BU02970201,"Bruchem",1086
BU01600601,"Brucht",346
BU15980505,"Bruggevaart en omgeving",182
BU16760500,"Bruinisse",951
BU02670107,"Bruins Slotlaan/Campenbuurt",635
BU09841601,"Brukske 1",806
BU09841602,"Brukske 2",791
BU02130300,"Brummen Centrum",745
BU02130302,"Brummense Enk Oost",394
BU02130301,"Brummense Enk West",449
BU09350200,"Brusselsepoort",17
BU04895080,"BT Achterzeedijk",41
BU04895077,"BT Bijdorp",142
BU04895071,"BT Cornelisland",54
BU04895072,"BT Dierenstein",510
BU04895075,"BT Gebroken Meeldijk",60
BU04895074,"BT Handelscentrum",67
BU04895078,"BT Kilweg Noord",174
BU04895070,"BT Reijerswaard",336
BU04895081,"BT Vaanpark 1",517
BU04895082,"BT Vaanpark 2",524
BU04895083,"BT Vaanpark 3",91
BU04895084,"BT Vaanpark 4",148
BU04895073,"BT Veiling",86
BU04895076,"BT Ziedewij",167
BU18830602,"Buchten",887
BU17060000,"Budel",3692
BU17060200,"Budel-Dorplein",1388
BU17060100,"Budel-Schoot",667
BU03637004,"Buiksloterbreek",36
BU03636401,"Buiksloterdijk Oost",2
BU03636400,"Buiksloterdijk West",28
BU03637106,"Buiksloterham",129
BU03636912,"Buikslotermeer Noord",235
BU03636909,"Buikslotermeerplein",276
BU16810100,"Buinen",972
BU16810800,"Buinerveen",567
BU19420404,"Buitendijken Muiderberg",461
BU06260014,"Buitengebied",1448
BU19600009,"Buitengebied",149
BU06130522,"Buitengebied",210
BU06875966,"Buitengebied",1136
BU04500006,"Buitengebied",187
BU07530015,"Buitengebied",12643
BU05300901,"Buitengebied",210
BU05790003,"Buitengebied",1134
BU05530405,"Buitengebied",1697
BU05340503,"Buitengebied",805
BU01840009,"Buitengebied",376
BU03830311,"Buitengebied",216
BU19491500,"Buitengebied Achlum",163
BU02036395,"Buitengebied Achterveld",45
BU03270309,"Buitengebied Achterveld",1680
BU02990701,"Buitengebied Aerdt",148
BU19591291,"Buitengebied Almkerk noord",376
BU19591292,"Buitengebied Almkerk zuid",138
BU17230009,"Buitengebied Alphen",770
BU19591191,"Buitengebied Andel",373
BU17341003,"Buitengebied Andelst",130
BU06680301,"Buitengebied Appeltern",48
BU07152200,"Buitengebied Axel",18
BU02990102,"Buitengebied Babberich",1206
BU02035400,"Buitengebied Barneveld",4008
BU17083001,"Buitengebied Basse",130
BU07580709,"Buitengebied Bavel",2112
BU19450003,"Buitengebied Beek",112
BU17081001,"Buitengebied Belt Schutsloot",38
BU06680401,"Buitengebied Beneden-Leeuwen",234
BU08556604,"Buitengebied B-E Noord-Oost",761
BU08556603,"Buitengebied B-E Noord-West",322
BU03730300,"Buitengebied Bergen",544
BU19450102,"Buitengebied Berg en Dal",118
BU17110554,"Buitengebied Berkelaar",715
BU19491800,"Buitengebied Berltsum",702
BU08556620,"Buitengebied B-E Zuid",321
BU08556619,"Buitengebied B-E Zuid-Oost",335
BU08556618,"Buitengebied B-E Zuid-West",261
BU03030620,"Buitengebied Biddinghuizen",5187
BU19491900,"Buitengebied Bitgum",389
BU19492000,"Buitengebied Bitgummole",700
BU19480103,"Buitengebied Boerdonk",2109
BU17730525,"Buitengebied Boerhaar",2242
BU19492300,"Buitengebied Boksum",441
BU17730423,"Buitengebied Boskamp",801
BU19480303,"Buitengebied Boskant",7232
BU06680501,"Buitengebied Boven-Leeuwen",90
BU19450201,"Buitengebied Breedeweg",55
BU00806210,"Buitengebied Britsum",274
BU19480204,"Buitengebied Broekkant",6077
BU01770609,"Buitengebied Broekland",19
BU04410390,"Buitengebied Burgerbrug",164
BU04411592,"Buitengebied Callantsoog-Noord",3
BU04411591,"Buitengebied Callantsoog-Oost",116
BU08670103,"Buitengebied Capelle",317
BU03520201,"Buitengebied Cothen",1122
BU17110547,"Buitengebied de Berk",120
BU17340804,"Buitengebied de Danenberg",224
BU02220207,"Buitengebied de Gaarde",3
BU02036190,"Buitengebied De Glind",696
BU02220609,"Buitengebied De Huet",66
BU19492400,"Buitengebied Deinum",243
BU02220907,"Buitengebied De Kruisberg",24
BU17830701,"Buitengebied De Lier",127
BU17110548,"Buitengebied de Loop",339
BU17341705,"Buitengebied De Meilanden",392
BU17741099,"Buitengebied Denekamp",657
BU17730728,"Buitengebied Den Nul",722
BU08281209,"Buitengebied De Tuinlangel",280
BU08281709,"Buitengebied Deursen en Dennenburg",731
BU08281309,"Buitengebied De Waarden",86
BU00804109,"Buitengebied De Zwette",160
BU04410890,"Buitengebied Dirkshorn",1830
BU19492500,"Buitengebied Dongjum",91
BU08261307,"Buitengebied Dorst-Zuid",596
BU00900012,"Buitengebied Drachten",1537
BU06680601,"Buitengebied Dreumel",12
BU19480405,"Buitengebied Driehuizen en Hazelberg",1913
BU17341806,"Buitengebied Driel Keulse Kamp-GrietenKamp-Leedjes",123
BU17341801,"Buitengebied Driel Noordhoek en Boltweg",292
BU19492600,"Buitengebied Dronryp",502
BU03030550,"Buitengebied Dronten",2540
BU19590592,"Buitengebied Dussen zuid",667
BU08281007,"Buitengebied Duurendseind",885
BU00808117,"Buitengebied Easterlittens",63
BU19480406,"Buitengebied Eerde",2056
BU17082101,"Buitengebied Eesveen",83
BU19591791,"Buitengebied Eethen",267
BU19480203,"Buitengebied Elderbroek",3089
BU17340102,"Buitengebied Elst Oost",2296
BU19691009,"Buitengebied Enumatil",6
BU02320010,"Buitengebied Epe Noord",509
BU02320012,"Buitengebied Epe Oost",413
BU02320011,"Buitengebied Epe West",511
BU19480104,"Buitengebied Erp",2886
BU00806304,"Buitengebied Feinsum",141
BU19492800,"Buitengebied Franeker",1021
BU02035780,"Buitengebied Garderen",2609
BU07860842,"Buitengebied Gassel",193
BU17110549,"Buitengebied Gebroek",659
BU08281009,"Buitengebied Gement",948
BU19591991,"Buitengebied Genderen",278
BU19480105,"Buitengebied Geregt",2411
BU19591091,"Buitengebied Giessen",204
BU08556303,"Buitengebied Gilzerbaan Oost",3196
BU08556302,"Buitengebied Gilzerbaan West",1367
BU15860615,"Buitengebied Groenlo",640
BU19450510,"Buitengebied Groesbeek-Noord",160
BU19450508,"Buitengebied Groesbeek-Noord-West",61
BU02220908,"Buitengebied Groot Hagen",45
BU00808207,"Buitengebied Grou",635
BU19590491,"Buitengebied Hank oost",165
BU00141803,"Buitengebied Haren-Noordoost",63
BU08281208,"Buitengebied Harense Broek",243
BU00141710,"Buitengebied Haren-Zuidwest",8
BU06320604,"Buitengebied Harmelen",1439
BU04849101,"Buitengebied Hazerswoude-Dorp",907
BU04849404,"Buitengebied Hazerswoude-Rijndijk",637
BU01770509,"Buitengebied Heeten",481
BU19450601,"Buitengebied Heilig Landstichting",19
BU00807202,"Buitengebied Hempens",314
BU16690509,"Buitengebied Herkenbosch",2621
BU08281509,"Buitengebied Herpen",947
BU17340904,"Buitengebied Herveldse Veld",1075
BU17340901,"Buitengebied Herveld Zuid",641
BU02990801,"Buitengebied Herwen",193
BU17341602,"Buitengebied Heteren Boterhoek-Weerbroek",243
BU17341603,"Buitengebied Heteren Uylenburg",81
BU08282109,"Buitengebied het Laag Heemaal",1126
BU19480407,"Buitengebied Heuvel en Havelt",2129
BU00806306,"Buitengebied Hijum",124
BU00808112,"Buitengebied Hilaard",34
BU17110750,"Buitengebied Hingen",32
BU07153400,"Buitengebied Hoek",116
BU17340103,"Buitengebied Hollanderbroek",1757
BU17341703,"Buitengebied Homoet",76
BU17830257,"Buitengebied Honselersdijk",158
BU03212065,"Buitengebied Houten Oost",154
BU03212064,"Buitengebied Houten West",1002
BU19480106,"Buitengebied Hurkske en Hoek",2387
BU19493100,"Buitengebied Ingelum",215
BU19480408,"Buitengebied Jekschot",1377
BU19480304,"Buitengebied Jekschotse Heide en Everse",5187
BU00806206,"Buitengebied Jelsum",257
BU00808209,"Buitengebied Jirnsum",1060
BU00808110,"Buitengebied Jorwert",169
BU06320703,"Buitengebied Kamerik",699
BU19450701,"Buitengebied Kekerdom",50
BU19480107,"Buitengebied Keldonk",3754
BU02220504,"Buitengebied Kemnaderallee",107
BU02220803,"Buitengebied Keppelseweg",74
BU07660113,"Buitengebied Klein Dongen/Dongen-Vaart",1195
BU00806208,"Buitengebied Koarnjum",22
BU08555704,"Buitengebied Koolhoven",692
BU02036265,"Buitengebied kootwijk",434
BU02035650,"Buitengebied Kootwijkerbroek",2553
BU04849601,"Buitengebied Koudekerk aan den Rijn",1371
BU08555902,"Buitengebied Kraaiven Oost",159
BU08555901,"Buitengebied Kraaiven West",27
BU19480108,"Buitengebied Kraanmeer en Veluwe",2916
BU17830803,"Buitengebied Kwintsheul",104
BU17341404,"Buitengebied Lakemond",202
BU03520301,"Buitengebied Langbroek",1852
BU00806203,"Buitengebied Lekkum en Miedum",445
BU01501403,"Buitengebied Lettele en Okkenbroek",9710
BU03270009,"Buitengebied Leusden-Centrum Oost",1315
BU03270109,"Buitengebied Leusden-Centrum West",2582
BU03270209,"Buitengebied Leusden-Zuid",3814
BU19450802,"Buitengebied Leuth",77
BU15860116,"Buitengebied Lichtenvoorde",120
BU01770809,"Buitengebied Lierderholthuis",12
BU15860402,"Buitengebied Lievelde",27
BU08281809,"Buitengebied Lith",736
BU08281909,"Buitengebied Lithoijen",511
BU02991101,"Buitengebied Lobith/Spijk",394
BU01770209,"Buitengebied Luttenberg",6
BU08281308,"Buitengebied Maasakker",714
BU17830352,"Buitengebied Maasdijk",134
BU08560199,"Buitengebied Maashorst",13
BU00808104,"Buitengebied Mantgum",360
BU19480409,"Buitengebied Mariaheide",1983
BU01770309,"Buitengebied Mariënheem",9
BU19493400,"Buitengebied Marsum",747
BU19591691,"Buitengebied Meeuwen",177
BU16690309,"Buitengebied Melick",302
BU19493500,"Buitengebied Menaam",924
BU19690709,"Buitengebied Midwolde",355
BU19493600,"Buitengebied Minnertsga",518
BU19480205,"Buitengebied Molendijk",6763
BU17830509,"Buitengebied Monster",76
BU16690109,"Buitengebied Montfort",3254
BU17830154,"Buitengebied Naaldwijk",240
BU19590391,"Buitengebied Nieuwendijk noordoost",21
BU01770409,"Buitengebied Nieuw Heeten",430
BU19480305,"Buitengebied Nijnsel",2185
BU00100739,"Buitengebied Noord",4165
BU17240601,"Buitengebied Noord 1",81
BU17240602,"Buitengebied Noord 2",49
BU17240603,"Buitengebied Noord 3",108
BU17240604,"Buitengebied Noord 4",283
BU08556401,"Buitengebied Noord-Oost",2616
BU07860751,"Buitengebied Noord(Rijksw)",219
BU00803102,"Buitengebied Noordwest",906
BU08556501,"Buitengebied Noord-West",719
BU17240607,"Buitengebied Noord-West 2",2
BU19260231,"Buitengebied Nootdorp",309
BU08560399,"Buitengebied-Odiliapeel",772
BU19480206,"Buitengebied Oetelaar",2388
BU08282009,"Buitengebied Oijen",1378
BU19480306,"Buitengebied Olland",4980
BU17730115,"Buitengebied Olst",477
BU00141904,"Buitengebied Onnen",39
BU07660110,"Buitengebied Oost",1003
BU07860540,"Buitengebied Oost",110
BU07480209,"Buitengebied-Oost",8221
BU08261208,"Buitengebied-Oosteind-Zuid",73
BU19493800,"Buitengebied Oosterbierum",234
BU17340704,"Buitengebied Oosterhout West",110
BU17741599,"Buitengebied Ootmarsum-West",3
BU17110551,"Buitengebied Ophoven",223
BU08281109,"Buitengebied Ossekampen",127
BU17083301,"Buitengebied Ossenzijl",112
BU19493900,"Buitengebied Oudebildtzijl",148
BU04410990,"Buitengebied Oudesluis",280
BU02990601,"Buitengebied Pannerden",191
BU17830966,"Buitengebied Poeldijk-West",23
BU17830900,"Buitengebied Poelldijk-Oost",26
BU02220402,"Buitengebied Polmanlaan",80
BU16690409,"Buitengebied Posterholt",2330
BU07580909,"Buitengebied Prinsenbeek",4235
BU01770119,"Buitengebied Raalte",1437
BU17341402,"Buitengebied Randwijk",1047
BU08281409,"Buitengebied Ravenstein en Huisseling",227
BU00808202,"Buitengebied Reduzum",728
BU06130207,"Buitengebied Rhoon-Noord",12
BU06130420,"Buitengebied Rhoon-Zuid",92
BU19494200,"Buitengebied Ried",167
BU19480307,"Buitengebied Rijsingen en Schijndelse Heide",4010
BU19480207,"Buitengebied Rooiseheide",4793
BU07155800,"Buitengebied Sas van Gent",2
BU04410192,"Buitengebied Schagerbrug-Noord",38
BU03215193,"Buitengebied Schalkwijk Oost",2
BU19494400,"Buitengebied Sexbierum",523
BU07660217,"Buitengebied 's Gravenmoer",1031
BU04410490,"Buitengebied Sint Maarten",350
BU04411290,"Buitengebied Sint Maartensbrug",201
BU04411490,"Buitengebied Sint Maartensvlotbrug",130
BU16690209,"Buitengebied Sint Odiliënberg",2273
